sample_id,pad_name,level,level_index,severity,severity_label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,brightness,contrast,base_r,base_g,base_b,blurred
1049,Protein,Very High,5,3,Critical,15.165,93.0586,24.5918,2.6662,2.7448,2.7584,63.626,213.3936,93.0586,1.4509,7.4974,2.7448,61.9697,1.8125,30,100,30,0
1050,Protein,Very High,5,3,Critical,7.9756,92.0439,6.8535,6.4725,7.2892,6.2132,59.6309,244.333,92.0439,3.0182,13.3904,7.2892,57.2041,4.7331,30,100,30,0
1051,Protein,Very High,5,3,Critical,35.6172,117.8477,18.127,7.1664,7.1576,7.3031,54.8564,215.8779,117.8477,2.9508,15.8319,7.1576,81.9053,4.7496,30,100,30,1
1052,Protein,Very High,5,3,Critical,46.083,99.0498,23.1885,7.1848,7.3541,7.3045,51.0527,194.9629,99.0498,3.6884,19.5643,7.3541,74.5654,4.8752,30,100,30,0
1053,Protein,Very High,5,3,Critical,18.8555,90.1318,20.1494,2.6719,2.747,2.761,60.543,204.2988,90.1318,1.5681,6.7772,2.747,60.8574,1.8758,30,100,30,1
1054,Protein,Very High,5,3,Critical,38.3174,108.9941,9.96,2.7539,2.7688,2.7224,51.4473,231.6631,108.9941,1.0454,6.4554,2.7688,76.5693,1.882,30,100,30,0
1055,Protein,Very High,5,3,Critical,25.5107,83.9883,39.9961,7.132,7.0857,7.2637,67.2227,177.9893,83.9883,4.9576,21.9195,7.0857,61.4844,4.6956,30,100,30,0
1056,Protein,Very High,5,3,Critical,54.2627,114.0312,54.0381,7.2555,7.2556,7.3219,59.9316,142.916,114.0312,4.7448,14.6896,7.2556,89.3037,4.9144,30,100,30,1
1057,Protein,Very High,5,3,Critical,10.9033,102.0918,39.8584,7.1917,7.2351,7.1479,69.4805,227.6729,102.0918,3.0468,18.1103,7.2351,67.7324,4.8919,30,100,30,1
1058,Protein,Very High,5,3,Critical,8.7861,91.0713,28.9268,6.8316,7.042,7.0814,67.2334,230.334,91.0713,3.3688,19.3406,7.042,59.4014,4.6702,30,100,30,0
1059,Protein,Very High,5,3,Critical,18.7568,98.9834,24.2344,7.2044,7.2734,7.2189,61.9385,211.9678,98.9834,3.7402,15.8355,7.2734,66.4785,4.9242,30,100,30,0
1060,Protein,Very High,5,3,Critical,15.9062,97.0156,8.3594,7.2973,7.1492,6.6067,57.5576,236.3594,97.0156,3.2269,15.1827,7.1492,62.6553,4.8076,30,100,30,0
1061,Protein,Very High,5,3,Critical,25.6826,90.3027,18.0635,7.1758,7.1621,7.2005,57.0166,207.3105,90.3027,3.9197,18.5265,7.1621,62.7451,4.8524,30,100,30,1
1062,Protein,Very High,5,3,Critical,47.7275,103.792,37.8936,7.3184,7.0562,7.0471,55.707,163.582,103.792,4.3288,16.9723,7.0562,79.5303,4.7179,30,100,30,1
1063,Protein,Very High,5,3,Critical,34.3223,122.8369,31.8906,7.2335,7.2766,7.1165,59.2324,194.8125,122.8369,3.1719,12.8943,7.2766,86.0117,4.8301,30,100,30,0
1064,Protein,Very High,5,3,Critical,24.1221,87.0518,42.7891,7.355,7.2104,6.926,68.6992,183.958,87.0518,4.4984,22.3746,7.2104,63.1924,4.8234,30,100,30,0
1065,Protein,Very High,5,3,Critical,29.3203,113.7998,33.9863,7.0744,7.3198,7.0807,61.5811,193.8135,113.7998,3.3432,13.7523,7.3198,79.4287,4.9742,30,100,30,1
1066,Protein,Very High,5,3,Critical,55.0791,111.0137,20.5879,7.3247,7.1544,7.3229,48.626,207.4873,111.0137,3.108,17.2603,7.1544,83.9785,4.7895,30,100,30,1
1067,Protein,Very High,5,3,Critical,27.8291,121.8535,6.6553,7.2665,6.9786,6.2724,54.5352,241.0146,121.8535,2.3727,13.1991,6.9786,80.6123,4.6757,30,100,30,0
1068,Protein,Very High,5,3,Critical,23.041,81.6387,22.2012,7.382,7.245,6.8671,59.6035,196.9111,81.6387,4.7136,18.8077,7.245,57.3389,4.8252,30,100,30,1
1069,Protein,Very High,5,3,Critical,52.748,95.1113,19.9531,7.2525,7.1615,7.3006,46.9365,201.1865,95.1113,3.5442,20.1341,7.1615,73.8672,4.9026,30,100,30,1
1070,Protein,Very High,5,3,Critical,53.0771,118.2754,21.9688,7.4861,7.1375,7.1767,50.4004,207.4404,118.2754,2.9807,15.8831,7.1375,87.8184,4.802,30,100,30,1
1071,Protein,Very High,5,3,Critical,22.9639,110.6455,40.9316,7.2873,7.3185,7.191,66.0098,202.002,110.6455,3.2388,17.1774,7.3185,76.4873,4.7887,30,100,30,0
1072,Protein,Very High,5,3,Critical,47.4941,101.6299,41.168,7.2237,7.1726,7.1813,57.0352,155.3096,101.6299,4.648,17.4317,7.1726,78.5498,4.8333,30,100,30,1
1073,Protein,Very High,5,3,Critical,31.0381,119.5781,52.0098,7.4514,7.1994,7.1731,66.9941,188.6309,119.5781,3.2086,16.3296,7.1994,85.4072,4.919,30,100,30,0
1074,Protein,Very High,5,3,Critical,31.9238,98.999,6.9375,7.1986,7.3003,6.1755,51.9102,237.0391,98.999,2.8919,16.0958,7.3003,68.459,4.9036,30,100,30,1
1075,Protein,Very High,5,3,Critical,53.3193,116.9287,24.4961,7.2193,7.0742,7.206,50.7168,201.3428,116.9287,2.9208,16.2725,7.0742,87.374,4.7821,30,100,30,1
1076,Protein,Very High,5,3,Critical,52.5225,121.7383,34.959,7.189,7.2974,7.0951,54.0605,181.7871,121.7383,3.3419,15.2969,7.2974,91.1387,4.7697,30,100,30,1
1077,Protein,Very High,5,3,Critical,35.1211,118.0137,39.9541,7.1646,7.2947,7.1446,61.6348,183.8223,118.0137,3.6079,13.5518,7.2947,84.3389,4.8305,30,100,30,1
1078,Protein,Very High,5,3,Critical,15.8125,112.7764,20.167,7.1729,7.3552,7.2603,61.2939,224.5156,112.7764,3.0341,13.6823,7.3552,73.2256,4.9086,30,100,30,0
1079,Protein,Very High,5,3,Critical,45.9385,79.6631,31.3281,7.3395,7.2681,7.0851,51.1494,154.9277,79.6631,6.0065,23.4177,7.2681,64.0869,4.8448,30,100,30,0
1080,pH,5.0,0,1,Mild,213.0518,85.0723,3.2734,7.123,7.1198,4.0627,11.7178,251.0957,213.0518,1.1889,4.8612,7.123,114.0146,4.7698,220,100,0,0
1081,pH,5.0,0,1,Mild,237.127,87.2129,20.374,7.0591,7.1758,7.1111,9.25,233.0586,237.127,1.29,7.6802,7.0591,124.4336,4.7262,220,100,0,0
1082,pH,5.0,0,1,Mild,238.126,107.9502,3.2188,7.1527,7.2879,4.0971,13.3828,251.5938,238.126,1.0762,4.3894,7.1527,134.9346,4.8431,220,100,0,1
1083,pH,5.0,0,1,Mild,242.0723,122.9785,3.1172,7.3036,7.0424,4.0302,15.0723,251.752,242.0723,1.0396,4.246,7.3036,144.9365,4.8193,220,100,0,1
1084,pH,5.0,0,1,Mild,195.3457,84.0312,12.998,7.2122,7.174,7.2204,11.6787,238.0098,195.3457,1.4946,9.4738,7.2122,109.2314,4.7767,220,100,0,1
1085,pH,5.0,0,1,Mild,220.9463,122.8613,3.2168,2.7521,2.6759,1.5643,16.501,251.3096,220.9463,0.5395,1.984,2.7521,138.5781,1.8173,220,100,0,1
1086,pH,5.0,0,1,Mild,233.1133,95.3311,3.168,7.19,7.2323,4.0296,12.0391,251.5605,233.1133,1.1217,4.4327,7.19,126.0234,4.7215,220,100,0,0
1087,pH,5.0,0,1,Mild,232.0791,119.7061,3.2285,7.1802,7.1694,4.1496,15.2832,251.4756,232.0791,1.1439,4.5795,7.1802,140.0381,4.6668,220,100,0,0
1088,pH,5.0,0,1,Mild,217.8584,77.6348,3.123,7.226,7.051,3.966,10.4082,251.3506,217.8584,1.1488,4.6498,7.226,111.0791,4.7249,220,100,0,1
1089,pH,5.0,0,1,Mild,231.1895,90.3887,3.21,7.3358,7.3259,4.0795,11.4736,251.4941,231.1895,1.116,4.5199,7.3358,122.5537,4.9554,220,100,0,1
1090,pH,5.0,0,1,Mild,228.8877,112.8389,19.0186,7.2303,7.1737,6.9922,13.3867,233.7783,228.8877,1.2751,7.8374,7.2303,136.8379,4.8865,220,100,0,1
1091,pH,5.0,0,1,Mild,228.9082,99.7119,6.7637,7.3221,7.2058,6.002,12.5547,247.4639,228.9082,1.1805,6.7417,7.3221,127.7451,4.8984,220,100,0,0
1092,pH,5.0,0,1,Mild,200.5479,97.8906,3.2178,7.159,7.1883,4.0837,14.4043,250.918,200.5479,1.3038,5.1981,7.159,117.7822,4.7154,220,100,0,0
1093,pH,5.0,0,1,Mild,205.2627,88.8369,8.2295,7.3176,7.1583,6.4902,12.2803,244.7783,205.2627,1.3407,8.0992,7.3176,114.4619,4.8841,220,100,0,0
1094,pH,5.0,0,1,Mild,226.1367,77.2314,2.9268,7.1536,7.2505,3.9553,9.9756,251.7158,226.1367,1.1295,4.4765,7.1536,113.2734,4.7811,220,100,0,0
1095,pH,5.0,0,1,Mild,232.127,83.2021,3.1553,7.2205,7.1056,3.9841,10.4912,251.5576,232.127,1.0968,4.4024,7.2205,118.6123,4.7303,220,100,0,0
1096,pH,5.0,0,1,Mild,238.2607,79.1641,16.0859,7.1694,7.2507,7.2749,8.5166,237.7969,238.2607,1.2708,7.8588,7.1694,119.5391,4.7263,220,100,0,1
1097,pH,5.0,0,1,Mild,229.0635,80.7148,3.416,7.1014,7.1745,4.1607,10.2822,251.2119,229.0635,1.1117,4.6661,7.1014,116.251,4.772,220,100,0,0
1098,pH,5.0,0,1,Mild,201.9629,77.0664,3.1982,7.1119,7.0726,4.0811,11.1729,250.959,201.9629,1.2201,5.1681,7.1119,105.9912,4.7254,220,100,0,1
1099,pH,5.0,0,1,Mild,229.999,96.9854,17.4189,7.4015,7.351,7.1595,11.2188,235.6699,229.999,1.3032,7.9264,7.4015,127.6943,4.9851,220,100,0,0
1100,pH,5.0,0,1,Mild,198.166,83.1201,3.1113,7.2231,7.2805,4.1171,12.3047,251.0049,198.166,1.3276,5.3091,7.2231,108.4082,4.707,220,100,0,0
1101,pH,5.0,0,1,Mild,233.8857,74.832,12.5605,2.8366,2.6658,2.7179,8.4551,241.333,233.8857,0.5448,2.8939,2.8366,115.2959,1.8842,220,100,0,0
1102,pH,5.0,0,1,Mild,231.9932,106.999,6.4678,2.8379,2.7018,2.1544,13.3828,247.8672,231.9932,0.5339,2.5287,2.8379,132.9131,1.738,220,100,0,0
1103,pH,5.0,0,1,Mild,207.3232,123.2344,3.1035,7.1822,7.2,4.0729,17.6533,251.1572,207.3232,1.2793,5.0534,7.1822,134.6885,4.7225,220,100,0,0
1104,pH,5.0,0,1,Mild,243.1475,89.7314,3.2529,7.1617,7.1507,4.1641,10.8389,251.6299,243.1475,1.0581,4.3565,7.1617,125.7324,4.7855,220,100,0,0
1105,pH,5.0,0,1,Mild,215.0234,108.1787,9.3105,7.3853,7.1668,6.94,14.4121,243.9619,215.0234,1.3251,8.2649,7.3853,128.8467,4.8225,220,100,0,1
1106,pH,5.0,0,1,Mild,227.9834,102.5703,11.7139,7.2084,7.1942,7.1254,12.5977,241.9277,227.9834,1.2991,8.023,7.2084,129.7158,4.7389,220,100,0,0
1107,pH,5.0,0,1,Mild,237.1162,109.5596,6.7666,7.3783,7.33,5.9937,13.4062,247.7744,237.1162,1.2034,6.4819,7.3783,135.9844,4.7736,220,100,0,0
1108,pH,5.0,0,1,Mild,205.9297,84.4092,2.9434,7.2579,7.2253,3.9234,12.0586,251.3613,205.9297,1.2392,4.8738,7.2579,111.4688,4.7433,220,100,0,1
1109,pH,5.0,0,1,Mild,226.3965,84.9463,4.7998,7.2466,7.1984,5.1541,10.8594,249.6182,226.3965,1.189,5.798,7.2466,118.1025,4.7529,220,100,0,1
1110,pH,5.0,0,1,Mild,244.5508,99.292,3.1035,6.8876,7.1045,4.0313,11.9678,251.8076,244.5508,1.0402,4.1869,6.8876,131.7637,4.699,220,100,0,1
1111,pH,5.0,0,1,Mild,240.4717,93.1611,3.2988,7.1952,7.2703,4.0951,11.373,251.5469,240.4717,1.1046,4.3371,7.1952,126.9785,4.7159,220,100,0,0
1112,pH,5.0,0,1,Mild,243.8086,117.0771,13.0273,7.0744,7.0558,7.219,13.5303,241.4258,243.8086,1.1444,7.5996,7.0744,143.1006,4.7593,220,100,0,0
1113,pH,5.0,0,1,Mild,233.1553,75.8789,3.0654,7.291,7.2178,4.0091,9.501,251.6738,233.1553,1.1224,4.4003,7.291,114.6152,4.7323,220,100,0,0
1114,pH,5.0,0,1,Mild,234.0264,105.8672,3.2979,7.1028,7.0592,4.1437,13.3672,251.4453,234.0264,1.1048,4.5146,7.1028,132.4932,4.5589,220,100,0,0
1115,pH,5.0,0,1,Mild,225.165,85.1748,20.082,2.8691,2.6663,2.8697,9.5303,232.25,225.165,0.5754,3.3066,2.8691,119.6094,1.8503,220,100,0,0
1116,pH,5.0,0,1,Mild,195.6152,78.9834,2.9932,7.2102,7.2756,4.0004,11.8359,251.0986,195.6152,1.3104,5.2333,7.2102,105.1895,4.8418,220,100,0,0
1117,pH,5.0,0,1,Mild,205.0576,115.0342,3.1553,7.3739,7.3302,4.0757,16.6426,251.0654,205.0576,1.2821,5.1159,7.3739,129.2002,4.9286,220,100,0,0
1118,pH,5.0,0,1,Mild,236.3848,99.251,3.0508,7.1161,7.1149,3.998,12.376,251.7461,236.3848,1.0871,4.312,7.1161,129.3047,4.726,220,100,0,0
1119,pH,5.0,0,1,Mild,206.0674,75.168,3.1309,7.2061,7.2873,4.0772,10.6465,251.1289,206.0674,1.2367,5.0593,7.2061,106.1035,4.852,220,100,0,0
1120,pH,5.0,0,1,Mild,195.2148,74.8252,12.75,7.2195,7.1489,7.1589,10.1787,238.333,195.2148,1.4745,9.4201,7.2195,103.7598,4.8282,220,100,0,1
1121,pH,5.0,0,1,Mild,198.0293,104.0967,3.0137,7.4757,7.2531,3.9716,15.5762,251.1406,198.0293,1.3884,5.1023,7.4757,120.6592,4.7627,220,100,0,1
1122,pH,5.0,0,1,Mild,198.4492,109.1172,3.3262,2.994,2.5781,1.5882,16.2617,250.6777,198.4492,0.5658,2.0276,2.994,123.7637,1.73,220,100,0,1
1123,pH,5.0,0,1,Mild,219.1885,101.4307,2.9736,7.1213,7.1008,3.9645,13.6924,251.5381,219.1885,1.1785,4.6409,7.1213,125.4248,4.6436,220,100,0,1
1124,pH,5.0,0,1,Mild,232.9287,78.123,24.7051,7.2971,7.2337,7.1338,7.6787,227.9307,232.9287,1.3889,7.829,7.2971,118.3057,4.753,220,100,0,0
1125,pH,5.0,0,1,Mild,204.9697,83.0996,3.1084,7.335,7.2028,4.0254,11.8838,251.124,204.9697,1.2613,5.0481,7.335,110.4248,4.7541,220,100,0,0
1126,pH,5.0,0,1,Mild,216.9756,124.0273,3.335,7.1893,7.1063,4.0781,16.9639,251.0938,216.9756,1.1865,4.8057,7.1893,138.0518,4.7851,220,100,0,0
1127,pH,5.0,0,1,Mild,242.2373,125.0469,11.8691,2.758,2.8569,2.9072,14.7363,242.4209,242.2373,0.5509,3.1929,2.758,147.1865,1.9439,220,100,0,1
1128,pH,5.0,0,1,Mild,243.5938,98.3701,3.127,7.1111,7.2171,4.0143,11.8936,251.7607,243.5938,1.0437,4.2036,7.1111,130.9482,4.7383,220,100,0,0
1129,pH,5.0,0,1,Mild,198.8057,101.9453,3.0234,7.4053,7.1621,3.9931,15.1709,251.1172,198.8057,1.3225,5.1474,7.4053,119.623,4.7166,220,100,0,0
1130,pH,5.0,0,1,Mild,231.9736,107.6455,3.0684,7.1228,7.1634,3.9771,13.7354,251.6367,231.9736,1.1072,4.4124,7.1228,132.9072,4.7356,220,100,0,0
1131,pH,5.0,0,1,Mild,219.2354,124.1855,3.1445,2.6406,2.5684,1.6443,16.8213,251.333,219.2354,0.4904,2.0557,2.6406,138.8164,1.7731,220,100,0,1
1132,pH,5.0,0,1,Mild,220.9502,114.1055,9.1855,7.208,7.1899,7.0054,14.8662,244.4248,220.9502,1.2773,8.1036,7.208,134.1016,4.8197,220,100,0,0
1133,pH,5.0,0,1,Mild,195.7324,90.9395,3.0488,7.2217,7.1457,4.0119,13.7061,251.0205,195.7324,1.3127,5.2573,7.2217,112.2686,4.6241,220,100,0,1
1134,pH,5.0,0,1,Mild,206.2109,125.2363,18.8262,7.1912,7.23,7.2502,17.0508,231.7109,206.2109,1.4339,9.0151,7.1912,137.3203,4.8933,220,100,0,0
1135,pH,5.0,0,1,Mild,205.5996,78.8555,5.7451,7.2358,7.1919,5.7329,10.9541,247.8994,205.5996,1.3401,7.0957,7.2358,108.4277,4.7488,220,100,0,0
1136,pH,5.0,0,1,Mild,194.9551,89.8789,3.0664,7.1468,7.2559,3.9818,13.5752,251.0078,194.9551,1.2886,5.1984,7.1468,111.4082,4.9682,220,100,0,1
1137,pH,5.0,0,1,Mild,206.7256,99.9727,3.2021,7.4334,7.1228,4.0342,14.2598,251.0557,206.7256,1.248,4.9859,7.4334,120.8633,4.8637,220,100,0,0
1138,pH,5.0,0,1,Mild,234.8506,110.124,3.1445,7.246,7.2163,4.045,13.877,251.6123,234.8506,1.1148,4.4038,7.246,135.2246,4.756,220,100,0,0
1139,pH,5.0,0,1,Mild,198.1504,115.0117,17.3467,7.1271,7.2994,7.1225,16.1943,232.6602,198.1504,1.557,9.2261,7.1271,128.7305,4.7205,220,100,0,1
1140,pH,6.0,1,0,Normal,207.9424,142.1885,32.7842,7.1795,7.2969,7.1008,18.7559,214.7568,207.9424,1.554,8.8642,7.1795,149.374,4.9077,220,130,20,1
1141,pH,6.0,1,0,Normal,225.8398,142.0088,3.1172,7.1422,7.1658,4.0386,18.7383,251.4883,225.8398,1.18,4.5747,7.1422,151.2432,4.7311,220,130,20,1
1142,pH,6.0,1,0,Normal,239.9404,111.0693,3.1699,7.1089,7.278,4.0338,13.6826,251.6797,239.9404,1.1066,4.278,7.1089,137.3135,4.7906,220,130,20,0
1143,pH,6.0,1,0,Normal,195.9502,140.1123,20.9473,7.0592,7.2924,7.1434,20.4336,227.7295,195.9502,1.576,9.3926,7.0592,143.2188,4.8981,220,130,20,0
1144,pH,6.0,1,0,Normal,210.79,112.166,39.082,7.2562,7.3877,7.0447,12.7666,207.6807,210.79,1.5579,8.6708,7.2562,133.3076,5.0519,220,130,20,1
1145,pH,6.0,1,0,Normal,214.4287,116.9775,12.0869,7.1116,7.1637,7.2868,15.5693,240.6406,214.4287,1.3262,8.7105,7.1116,134.1562,4.8423,220,130,20,1
1146,pH,6.0,1,0,Normal,223.0283,133.8027,29.9854,2.8063,2.6506,2.6851,16.127,220.7285,223.0283,0.5842,3.1216,2.8063,148.6494,1.7741,220,130,20,1
1147,pH,6.0,1,0,Normal,241.25,125.3291,19.2988,7.1807,7.1282,7.0045,14.3428,234.6025,241.25,1.2612,7.4665,7.1807,147.915,4.7066,220,130,20,0
1148,pH,6.0,1,0,Normal,239.3242,146.8408,39.1084,7.3371,6.9693,7.4821,16.1592,213.2939,239.3242,1.381,8.0406,7.3371,162.2354,4.6142,220,130,20,1
1149,pH,6.0,1,0,Normal,201.9072,111.2529,22.5342,2.7983,2.7292,2.8454,14.8311,226.5684,201.9072,0.6598,3.5853,2.7983,128.2451,1.8738,220,130,20,1
1150,pH,6.0,1,0,Normal,230.124,146.627,3.1025,7.2736,7.149,4.0594,18.9834,251.5693,230.124,1.1795,4.5392,7.2736,155.2383,4.822,220,130,20,0
1151,pH,6.0,1,0,Normal,213.5283,154.1855,44.0225,7.162,7.2144,7.118,19.5312,202.4082,213.5283,1.6307,8.667,7.162,159.3799,4.8053,220,130,20,1
1152,pH,6.0,1,0,Normal,218.9023,142.4346,7.1387,7.2252,7.1643,6.1193,19.1689,246.7012,218.9023,1.2693,7.1472,7.2252,149.8877,4.8416,220,130,20,0
1153,pH,6.0,1,0,Normal,220.7285,113.0127,11.7334,2.6609,2.6775,2.7585,14.5186,241.4385,220.7285,0.5674,3.2362,2.6609,133.6758,1.7931,220,130,20,1
1154,pH,6.0,1,0,Normal,226.3965,152.9766,40.8672,7.1512,7.1333,7.1365,18.1387,208.9316,226.3965,1.489,8.1914,7.1512,162.1318,4.681,220,130,20,0
1155,pH,6.0,1,0,Normal,198.8984,107.5781,33.8184,7.3599,7.2438,7.2187,13.3955,211.6182,198.8984,1.6156,9.3953,7.3599,126.4766,4.9949,220,130,20,1
1156,pH,6.0,1,0,Normal,231.0635,115.1641,17.0889,7.2448,7.1226,7.3578,13.7373,236.1289,231.0635,1.2787,8.174,7.2448,138.6211,4.7959,220,130,20,0
1157,pH,6.0,1,0,Normal,212.0264,130.8418,43.0762,7.1565,7.2481,7.1264,15.5879,203.1328,212.0264,1.6063,8.7622,7.1565,145.1045,4.8567,220,130,20,0
1158,pH,6.0,1,0,Normal,212.1211,132.9707,9.5664,2.6855,2.909,2.9013,18.2588,243.5049,212.1211,0.6253,3.5148,2.6855,142.5811,1.8893,220,130,20,1
1159,pH,6.0,1,0,Normal,221.0234,149.3711,15.9092,7.2189,7.3659,7.1735,19.5176,236.6406,221.0234,1.3946,8.3051,7.2189,155.5771,4.8301,220,130,20,1
1160,pH,6.0,1,0,Normal,230.4893,145.8545,32.0059,7.111,7.2747,7.345,17.2061,219.5762,230.4893,1.3627,8.2476,7.111,158.1641,4.8674,220,130,20,1
1161,pH,6.0,1,0,Normal,238.3828,105.6934,25.8848,2.6744,2.7102,2.7104,11.251,227.2773,238.3828,0.5577,2.8948,2.6744,136.2666,1.805,220,130,20,0
1162,pH,6.0,1,0,Normal,241.9082,104.9932,28.7822,7.0804,6.9992,7.219,10.7432,224.6533,241.9082,1.2645,7.6852,7.0804,137.2549,4.7288,220,130,20,0
1163,pH,6.0,1,0,Normal,202.0205,117.9561,22.2754,7.2007,7.1677,7.3742,15.9766,226.8652,202.0205,1.4926,9.3652,7.2007,132.1689,4.9049,220,130,20,1
1164,pH,6.0,1,0,Normal,200.0381,147.9043,45.1025,7.3822,7.3998,7.178,19.9424,197.4316,200.0381,1.7743,9.4627,7.3822,151.7773,5.0105,220,130,20,1
1165,pH,6.0,1,0,Normal,227.9531,133.2451,12.8623,7.1216,7.1176,7.188,16.8086,240.6104,227.9531,1.2657,8.0799,7.1216,147.8242,4.763,220,130,20,0
1166,pH,6.0,1,0,Normal,233.1758,124.0635,2.8857,7.2982,7.0211,3.839,15.8027,251.8643,233.1758,1.1207,4.2249,7.2982,142.8623,4.6595,220,130,20,1
1167,pH,6.0,1,0,Normal,243.9268,116.0938,19.6885,7.0264,7.0119,7.1982,12.9062,234.4297,243.9268,1.2123,7.5807,7.0264,143.3418,4.6347,220,130,20,0
1168,pH,6.0,1,0,Normal,216.9053,151.7002,12.8389,7.2072,7.2618,7.3986,20.4199,239.9092,216.9053,1.3868,8.7366,7.2072,155.3643,4.7992,220,130,20,0
1169,pH,6.0,1,0,Normal,215.917,134.0088,40.7822,7.1908,7.0822,7.2703,15.9619,206.8164,215.917,1.5346,8.7051,7.1908,147.8691,4.8115,220,130,20,0
1170,pH,6.0,1,0,Normal,239.2314,151.0488,44.7197,2.8808,2.948,2.7233,16.4014,207.3496,239.2314,0.614,2.9463,2.8808,165.3154,2.0061,220,130,20,1
1171,pH,6.0,1,0,Normal,198.0664,116.46,24.1094,2.6044,2.6217,2.6279,15.9492,223.9775,198.0664,0.6214,3.4273,2.6044,130.3281,1.7935,220,130,20,0
1172,pH,6.0,1,0,Normal,211.1211,117.0947,43.5977,2.6389,2.8274,2.693,13.1523,202.3486,211.1211,0.682,3.3594,2.6389,136.8232,1.8538,220,130,20,1
1173,pH,6.0,1,0,Normal,237.1562,146.0244,22.6553,6.9953,7.3506,7.116,17.2646,230.6074,237.1562,1.2324,7.7446,6.9953,159.1914,4.9159,220,130,20,1
1174,pH,6.0,1,0,Normal,242.2207,142.7305,3.0059,7.2156,7.2046,3.9914,17.5518,251.8691,242.2207,1.0894,4.2052,7.2156,156.5605,4.7861,220,130,20,1
1175,pH,6.0,1,0,Normal,198.0361,141.2949,13.8711,7.2334,7.1745,7.2581,20.7686,237.1162,198.0361,1.5143,9.3975,7.2334,143.7363,4.8091,220,130,20,0
1176,pH,6.0,1,0,Normal,215.6836,120.8125,42.333,7.0614,7.2068,7.257,13.5625,204.9004,215.6836,1.5694,8.7795,7.0614,140.2188,4.7466,220,130,20,0
1177,pH,6.0,1,0,Normal,220.8496,110.2002,3.1807,7.3268,7.0731,4.0328,14.7471,251.3359,220.8496,1.1573,4.6673,7.3268,131.1045,4.8023,220,130,20,0
1178,pH,6.0,1,0,Normal,211.6104,139.8896,3.043,7.2506,7.0853,4.0185,19.6934,251.3447,211.6104,1.2405,4.844,7.2506,145.7373,4.8776,220,130,20,1
1179,pH,6.0,1,0,Normal,204.2363,117.0605,7.252,7.1148,7.0991,6.5336,16.7217,245.9629,204.2363,1.3411,8.145,7.1148,130.6094,4.8503,220,130,20,1
1180,pH,6.0,1,0,Normal,237.0586,105.6729,20.3486,7.2347,7.2024,7.1577,11.8057,233.0996,237.0586,1.2954,7.7714,7.2347,135.2256,4.7285,220,130,20,0
1181,pH,6.0,1,0,Normal,204.9902,152.7529,6.085,7.1787,7.2612,5.7911,22.1172,247.4307,204.9902,1.4245,7.2215,7.1787,151.6484,4.7664,220,130,20,0
1182,pH,6.0,1,0,Normal,194.9814,122.8467,10.0869,7.1615,7.2141,7.3067,18.3174,241.7773,194.9814,1.5032,9.6219,7.1615,131.5537,4.7355,220,130,20,0
1183,pH,6.0,1,0,Normal,221.1924,149.874,26.124,7.1907,7.3287,7.2247,19.0361,224.8906,221.1924,1.4237,8.3556,7.1907,157.0879,4.9326,220,130,20,0
1184,pH,6.0,1,0,Normal,216.1074,132.6562,35.8584,7.4479,7.0592,7.0243,16.1172,212.6611,216.1074,1.5296,8.4333,7.4479,146.5664,4.6523,220,130,20,1
1185,pH,6.0,1,0,Normal,241.2305,138.6758,26.834,7.2384,7.0384,7.1355,15.6553,226.624,241.2305,1.2221,7.6094,7.2384,156.5957,4.861,220,130,20,1
1186,pH,6.0,1,0,Normal,213.0518,104.9863,38.917,7.1602,6.9855,7.117,11.374,208.3887,213.0518,1.5135,8.7025,7.1602,129.7559,4.7921,220,130,20,0
1187,pH,6.0,1,0,Normal,205.3799,118.7881,14.0312,7.1004,7.2137,7.2771,16.4404,237.5664,205.3799,1.4397,9.0573,7.1004,132.7197,4.7503,220,130,20,0
1188,pH,6.0,1,0,Normal,242.0166,127.8711,26.8184,7.2521,7.2275,7.3028,14.0977,226.7646,242.0166,1.2733,7.7435,7.2521,150.4902,4.8609,220,130,20,0
1189,pH,6.0,1,0,Normal,212.0918,146.8389,3.0781,7.1606,7.314,4.0163,20.6533,251.3037,212.0918,1.328,4.8506,7.1606,149.9512,4.7813,220,130,20,0
1190,pH,6.0,1,0,Normal,198.0273,141.917,3.5762,7.1407,7.0338,4.3252,21.3613,250.3955,198.0273,1.4053,5.5918,7.1407,142.9395,4.6269,220,130,20,1
1191,pH,6.0,1,0,Normal,230.916,114.0605,35.2744,7.2886,7.2847,7.2114,12.0742,216.0361,230.916,1.4335,8.0382,7.2886,140.0186,4.8765,220,130,20,0
1192,pH,6.0,1,0,Normal,205.8828,148.041,3.2402,7.3086,7.1773,4.1482,21.4482,250.9961,205.8828,1.3219,5.1518,7.3086,148.8457,4.8882,220,130,20,1
1193,pH,6.0,1,0,Normal,225.2959,126.1924,21.0605,7.2153,7.1278,6.9398,15.4473,231.1572,225.2959,1.3092,7.8807,7.2153,143.835,4.7953,220,130,20,1
1194,pH,6.0,1,0,Normal,223.3838,137.0938,4.1582,7.2253,7.244,4.764,18.2051,250.2549,223.3838,1.1738,5.4676,7.2253,147.7627,4.9731,220,130,20,0
